Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
43.21,207.49,2.614,63.07,0.0473,0.9829,97.21,3048,98436
83.24,334.65,8.397,92.01,1.0453,0.5758,91.74,43881,0
46.55,194.78,3.168,71.14,0.0158,0.9934,95.99,875,97886
47.74,208.71,3.671,70.01,0.1934,0.9991,95.67,10252,92099
28.03,127.2,2.985,61.56,0.0385,0.7686,97.08,4150,97745
42.96,170.04,6.478,81.16,0.5655,0.5007,93.27,42184,43834
11.94,63.01,3.848,58.79,0.0866,0.7711,97.61,21005,97325
83.46,375.88,4.52,78.5,0.195,0.8612,95.83,6901,85063
60.51,258.38,6.054,77.64,0.9002,0.5815,92.54,41638,0
43.39,196.59,4.818,81.19,0.491,0.523,94.18,41633,46519
59.07,240.05,5.003,80.68,0.3602,0.7256,94.0,22209,64277
32.71,117.65,1.537,61.55,0.1128,0.8514,97.38,9683,94917
46.73,235.29,5.046,75.0,0.4276,0.7313,94.39,26477,69040
30.05,151.9,5.94,79.59,0.7827,0.2933,92.9,81330,20290
22.45,85.04,2.113,56.09,0.0106,0.9258,97.96,1591,99243
63.76,267.61,3.275,71.42,0.2041,0.8869,96.08,9316,86509
48.11,185.31,3.168,72.14,0.1695,0.9005,95.93,10063,91760
18.88,101.93,2.898,64.21,0.1811,0.725,96.07,29975,91605
35.1,150.49,5.862,72.44,0.3488,0.6762,94.47,31595,76580
73.5,326.57,3.963,80.35,0.1419,0.9039,95.84,6932,88787
36.98,179.07,3.81,61.44,0.0981,0.9212,96.9,7304,95541
61.2,254.0,9.907,91.85,1.7073,0.2934,87.72,79021,319
36.75,126.16,4.727,79.0,0.4691,0.626,94.92,42354,63008
54.39,224.67,7.936,92.41,1.4539,0.3166,90.3,81666,0
59.44,259.42,8.81,86.3,1.1945,0.583,91.3,53099,0
38.1,139.78,4.031,59.37,0.2102,0.8326,96.1,15431,89759
47.59,192.99,2.957,66.67,0.0593,0.8439,96.44,3900,95968
55.55,205.99,6.411,90.02,0.4607,0.5441,93.25,29791,46323
39.78,173.06,3.052,69.02,0.1478,0.8373,96.78,13016,91478
46.23,206.11,4.336,74.97,0.2877,0.7713,95.02,16623,83595
33.01,144.95,3.064,55.19,0.1591,0.9419,96.63,16647,91935
51.88,219.84,9.344,82.58,1.5043,0.4265,91.35,82711,68
69.37,301.92,1.218,73.93,0.0461,0.8512,95.47,2140,97092
29.06,133.89,2.278,60.35,0.0519,0.9426,97.37,6437,98271
37.3,144.46,4.41,75.22,0.4104,0.629,94.8,28090,75430
13.21,59.64,3.81,62.93,0.3408,0.4986,96.7,64562,87423
59.21,240.05,9.49,87.8,1.6256,0.4779,90.05,75010,0
21.21,60.79,4.048,64.16,0.1471,0.5845,97.1,24540,90775
59.04,266.99,2.908,78.93,0.0218,1.0,95.69,1055,99856
60.27,246.8,6.211,79.02,0.3205,0.7198,94.76,13524,77998
66.38,285.34,12.019,95.46,1.9884,0.2526,86.94,75338,0
56.64,261.75,5.901,72.12,0.3182,0.8322,95.65,20791,72232
22.83,94.67,3.743,69.47,0.2546,0.6071,96.63,38906,85574
47.62,205.68,2.4,66.56,0.1602,0.8776,95.74,9408,91001
53.53,222.84,1.809,69.26,0.0142,1.0,96.28,760,98783
59.59,201.84,3.857,80.17,0.413,0.7017,93.88,25908,55936
60.27,258.21,7.612,92.62,1.1306,0.4457,91.72,54051,0
42.31,160.79,8.576,93.08,1.3525,0.246,89.66,100000,354
48.05,198.52,5.748,85.33,0.7236,0.5275,92.86,56246,7102
48.22,177.81,4.911,73.91,0.4294,0.654,94.77,24223,67910
27.21,97.25,4.185,64.89,0.3017,0.6832,95.7,28151,86010
32.6,113.01,6.295,78.67,0.6298,0.5982,93.78,52146,55690
48.7,189.29,4.09,71.75,0.011,0.8648,96.24,600,100060
34.91,142.41,8.426,91.95,0.9989,0.1898,91.71,90875,0
23.67,103.08,3.402,71.6,0.1557,0.7255,96.34,22729,91594
22.66,103.32,5.62,73.74,0.7092,0.3744,94.12,91129,45987
62.51,267.93,7.596,84.17,0.873,0.6999,92.25,43384,0
56.38,257.27,2.529,79.1,0.0892,0.8766,94.94,4957,94442
52.67,194.16,2.225,71.22,0.0885,0.8964,96.54,5419,94766
44.11,189.45,1.841,75.88,0.1942,0.868,96.23,13092,90001
39.53,126.38,2.7,66.86,0.1184,0.9203,96.18,9195,94254
13.71,50.0,2.077,53.09,0.0732,0.7499,97.11,17357,97743
60.69,222.27,5.603,78.64,0.6239,0.7547,93.0,27783,46605
42.68,200.52,5.068,67.27,0.2197,0.7619,96.46,17212,84576
61.19,290.59,2.695,68.72,0.0377,0.9678,96.21,1742,97747
33.12,138.12,8.08,85.06,0.9674,0.2428,91.94,100000,0
79.66,321.71,3.821,81.85,0.513,0.8536,94.06,16608,58778
53.37,217.64,7.59,86.31,0.889,0.585,91.28,57129,0
47.82,184.53,2.698,59.68,0.0436,0.9648,97.59,2305,98706
31.65,141.48,6.816,78.03,0.4545,0.4802,94.9,49832,59507
52.97,188.93,3.128,68.28,0.0876,1.0,97.4,5713,94535
61.1,275.38,6.229,79.28,0.7298,0.5273,93.5,34127,18366
10.0,50.0,2.666,59.76,0.101,0.7614,97.36,32524,97077
47.57,147.5,6.666,84.6,1.0185,0.4739,91.14,72174,0
47.86,177.22,3.818,74.83,0.1509,0.8387,95.8,11600,89371
58.12,232.51,2.361,60.26,0.0613,0.8468,96.98,3461,96264
19.81,92.79,6.391,66.98,0.4022,0.3929,95.36,59978,76407
64.4,292.17,4.041,76.37,0.2451,0.903,95.11,12085,81867
63.26,291.29,4.041,77.36,0.1453,0.8668,95.44,7940,89363
63.95,259.57,5.182,78.47,0.4669,0.8085,93.44,19978,64506
38.09,178.07,3.219,66.29,0.0555,0.8719,96.59,4739,96785
70.2,317.26,3.39,70.29,0.2098,0.7859,96.34,10570,80956
35.37,170.1,2.086,63.57,0.1863,0.7688,95.49,14598,91392
11.96,50.0,2.546,63.17,0.0329,0.8405,96.92,9741,98311
55.6,213.32,4.132,75.28,0.2738,0.8369,95.06,17949,77547
48.9,199.73,2.795,61.44,0.2835,0.9482,95.68,14567,86519
71.96,339.13,6.806,89.84,0.876,0.4783,91.48,44695,0
31.38,140.7,7.235,82.23,0.8526,0.3631,92.93,75181,22549
43.78,174.74,2.386,63.2,0.0452,1.0,95.8,3192,98072
42.16,165.95,8.579,79.87,0.8767,0.5171,93.15,51999,22802
64.46,260.29,9.619,104.41,1.6372,0.3633,87.59,80547,325
30.48,110.74,4.603,71.44,0.3792,0.54,94.75,34810,76573
72.92,321.52,12.067,101.08,2.4777,0.235,85.45,100000,54
36.76,169.04,2.156,63.11,0.1232,0.9468,97.14,12241,93451
42.03,154.22,6.648,80.27,0.6928,0.4479,93.5,53213,24935
50.75,178.62,4.971,75.16,0.5639,0.8102,92.75,33598,54005
31.74,123.34,1.013,59.51,0.1128,0.9344,97.7,11722,95227
57.05,225.74,7.613,79.71,0.8135,0.6281,92.97,36591,23407
54.73,234.66,5.621,78.87,0.4636,0.8074,94.43,21377,69363
38.85,196.35,3.176,56.9,0.0668,0.997,97.77,6284,96659
55.13,214.57,3.319,74.29,0.0941,1.0,95.87,5730,93889
55.63,247.94,5.718,75.35,0.6885,0.6308,93.45,37490,29966
60.28,267.04,5.302,88.67,0.7861,0.5779,92.65,37337,12669
69.82,257.12,4.485,75.14,0.5906,0.6994,94.35,22700,44790
57.51,228.5,4.718,74.96,0.4227,0.7604,95.39,20879,67523
58.73,224.07,4.163,72.26,0.1132,0.7587,96.33,5955,91415
30.14,142.33,2.866,63.31,0.1808,0.7224,95.98,16826,91222
22.4,86.81,5.174,71.19,0.4526,0.4967,94.98,61531,70122
40.05,165.72,6.71,78.34,0.7284,0.4835,92.86,57874,24092
55.89,227.2,5.396,79.56,0.4856,0.6073,94.37,32445,42736
57.47,247.72,13.405,84.48,2.2503,0.2873,87.75,100000,0
10.0,50.0,2.376,58.53,0.2214,0.5434,97.41,67098,92680
52.37,209.78,3.312,78.01,0.0765,1.0,95.98,4708,96604
70.27,278.6,3.246,74.66,0.2944,1.0,94.78,15282,76474
90.67,362.83,3.333,85.34,0.1417,0.9266,94.17,4245,90575
75.94,312.13,4.095,79.23,0.3902,0.7766,94.32,18826,57419
40.61,175.85,5.767,78.1,0.5655,0.5563,94.09,44935,47726
39.56,135.74,3.393,62.51,0.0604,0.8592,96.23,5081,96553
58.85,260.36,8.391,85.46,1.0055,0.3518,92.68,63714,0
64.56,234.41,4.623,80.81,0.4863,0.7619,94.51,25253,51754
70.22,292.08,7.866,89.63,1.0087,0.5028,90.45,41462,0
60.76,276.75,2.416,65.14,0.0313,0.9805,96.68,1386,98358
27.95,145.06,2.081,58.93,0.0317,0.9433,97.47,2956,98274
24.95,116.26,2.184,71.79,0.2532,0.6436,95.26,29096,87337
76.26,287.81,8.252,93.19,1.5452,0.5209,89.46,54640,0
47.03,193.59,7.009,85.67,0.9424,0.4394,91.88,62112,0
32.56,174.93,4.096,69.72,0.434,0.7046,95.7,34978,76373
29.62,151.01,1.583,66.82,0.0534,0.9128,97.0,6730,97107
40.23,166.84,2.848,68.13,0.0987,0.986,96.25,6508,96740
78.69,355.79,9.093,95.88,1.3649,0.4251,89.46,63951,0
45.62,188.01,2.445,60.2,0.0503,0.8748,97.57,3605,96841
63.02,276.5,5.874,85.0,0.7305,0.697,92.23,34758,22344
56.29,210.9,5.657,72.2,0.4262,0.739,95.02,22875,65316
48.95,165.55,4.053,59.55,0.2789,0.7944,95.83,16415,81788
14.47,50.0,3.22,58.39,0.0966,0.7589,97.31,17412,96491
65.06,277.3,8.317,100.58,1.7292,0.3361,88.91,87126,0
36.62,132.93,6.661,75.39,0.7174,0.4501,92.78,59294,30724
20.19,74.94,5.692,73.78,0.395,0.4422,94.15,60071,76731
16.76,50.0,3.224,58.44,0.0722,0.7916,97.86,15658,95662
60.6,231.66,2.824,59.83,0.0655,1.0,97.18,3394,96282
64.51,238.64,8.801,95.22,1.8152,0.3096,87.92,100000,0
10.0,50.0,2.166,59.93,0.0171,0.8956,97.41,4712,100031
40.6,126.85,3.799,74.72,0.3037,0.6976,94.68,21744,80657
56.55,227.71,2.677,67.33,0.1803,0.9065,96.63,9221,89732
52.79,222.44,4.033,74.8,0.3361,0.6904,95.44,21446,70830
40.74,176.89,2.077,59.35,0.1386,1.0,97.41,10912,93389
48.49,226.61,8.42,94.32,0.9618,0.2724,90.63,68158,0
67.04,261.07,10.774,91.23,1.8488,0.3092,88.57,100000,189
57.87,222.57,3.493,57.08,0.2569,0.8541,97.43,15832,79412
61.65,241.64,3.059,75.77,0.0436,0.9089,95.04,2183,97248
42.14,186.76,5.923,70.07,0.4122,0.5981,95.48,32660,64589
27.1,119.13,4.021,61.44,0.1366,0.6936,97.73,14178,93383
54.37,219.21,10.535,82.99,1.9378,0.5272,87.23,100000,763
64.41,302.29,3.671,69.14,0.0589,0.8831,96.13,2809,96292
37.8,156.49,2.572,61.02,0.0471,0.9045,96.97,3805,97392
54.2,217.91,4.922,75.73,0.6337,0.6976,94.1,36062,39449
49.95,201.84,5.463,72.08,0.7699,0.6473,94.37,42645,29811
20.07,81.27,2.996,64.36,0.1171,0.6637,97.3,19108,94803
47.16,184.44,4.538,68.93,0.1709,0.7657,96.27,9741,90623
53.14,159.99,2.249,69.89,0.1587,0.8288,95.26,11124,87986
41.63,183.22,4.2,63.49,0.1477,0.8112,96.7,12373,90480
69.66,306.56,3.837,71.25,0.191,0.9021,95.65,7658,87858
27.57,141.87,5.578,80.48,0.6206,0.4941,92.72,57042,60092
88.72,371.78,3.53,82.25,0.0612,0.9449,95.74,2019,95794
49.93,167.35,2.674,64.13,0.2576,0.9983,96.13,15691,86020
46.55,205.53,5.953,81.02,0.6491,0.5785,93.78,41303,39252
66.47,247.78,2.141,69.11,0.0021,1.0,96.56,115,99905
23.08,116.56,6.711,74.84,0.5714,0.3797,94.01,63120,65079
90.98,403.09,6.653,99.93,1.0649,0.5829,90.72,36755,362
37.72,125.03,2.815,57.86,0.034,0.9707,97.96,2286,98603
65.97,291.79,10.424,93.84,1.6635,0.4002,88.64,67613,0
50.04,206.43,4.154,64.97,0.3823,0.8859,95.32,20042,77455
31.68,108.34,3.962,72.48,0.349,0.7137,93.95,31687,79161
68.33,293.04,8.485,88.97,1.3949,0.495,90.3,64121,368
59.52,233.72,10.49,83.18,1.4725,0.2722,90.32,63900,685
104.91,390.53,5.71,97.73,0.6608,0.8196,92.45,15765,35036
56.97,264.14,2.829,73.61,0.1626,0.8586,95.32,8142,91204
38.6,169.52,4.833,79.52,0.112,0.8292,95.62,8929,94056
16.61,84.06,3.984,62.98,0.2528,0.498,96.57,43566,88356
36.61,186.61,7.025,85.78,0.9205,0.266,92.09,79535,452
54.61,234.85,2.627,60.51,0.0403,1.0,98.57,2249,98732
43.27,199.78,2.245,59.65,0.0059,0.9414,97.05,454,99657
63.74,285.29,7.811,85.6,1.0678,0.5723,91.45,51937,0
56.52,228.16,4.703,82.35,0.2975,0.7163,94.49,14662,78906
27.55,108.78,2.741,62.36,0.0779,0.6526,96.19,9708,95915
42.63,179.31,4.351,65.43,0.102,0.9397,96.4,6261,96093
34.42,165.37,5.722,70.13,0.163,0.6875,96.1,12761,91604
56.21,229.73,9.9,85.64,1.6193,0.2802,89.72,100000,33
57.76,217.15,9.122,97.05,1.6293,0.1785,89.09,100000,389
39.18,175.12,2.736,80.63,0.1854,0.7997,94.89,12082,90909
20.48,116.12,5.905,71.56,0.6133,0.4202,93.82,99470,53522
100.62,428.47,4.354,83.77,0.3195,0.9245,94.46,10694,68595
55.81,211.43,8.502,84.38,1.0863,0.4184,91.84,57823,932
55.76,274.34,4.007,70.25,0.1521,0.9618,95.5,7148,92909
16.26,79.91,5.853,65.05,0.2837,0.5258,95.55,52545,86891
63.03,258.61,2.793,78.09,0.2447,0.8646,94.79,13096,80052
69.15,301.06,3.969,74.95,0.1391,0.8468,95.88,6534,90057
56.09,228.7,10.261,89.78,1.4035,0.2591,89.68,81900,751
52.41,179.5,4.393,75.7,0.1127,0.927,95.0,7231,93553
52.45,235.35,10.566,85.79,1.747,0.209,89.41,100000,0
34.01,162.15,2.845,62.49,0.038,0.9018,97.12,3448,97858
37.46,184.5,1.771,66.33,0.0033,0.9305,96.83,302,100814
45.86,190.9,7.004,78.24,0.8416,0.522,92.23,61390,665
69.79,305.04,7.073,82.28,0.7065,0.6742,93.97,26501,31476
54.81,233.29,5.375,79.82,0.3371,0.7416,94.65,16426,77095
36.65,186.3,2.548,61.33,0.0256,1.0,97.83,2566,98036
38.36,156.49,4.076,79.59,0.3308,0.7621,94.31,25662,79264
11.08,50.0,1.61,48.48,0.0658,0.8197,98.34,15013,99066
58.1,234.81,4.956,67.65,0.3437,0.9587,95.48,19827,74870
46.22,194.83,4.537,68.62,0.4404,0.7568,95.71,29859,66070
53.36,241.2,5.437,76.52,0.5242,0.7167,93.86,30644,53245
104.56,474.26,15.591,117.86,2.9138,0.3393,83.6,97019,345
41.95,171.73,3.668,72.34,0.3867,0.6348,95.0,31931,66169
53.86,217.91,3.846,69.78,0.2529,0.8885,96.02,12438,86331
38.64,122.23,3.543,58.37,0.1478,0.8358,96.42,11998,92012
46.99,192.46,3.708,76.34,0.3185,0.7881,95.05,19454,79774
32.48,112.05,3.413,53.71,0.0846,0.8891,97.3,9006,95910
30.23,177.5,5.108,62.08,0.1379,0.7888,97.32,14169,92390
17.52,77.04,5.013,62.28,0.3604,0.453,96.08,55376,83034
30.5,98.85,5.363,70.13,0.5046,0.4586,94.27,58932,52896
54.2,223.8,5.568,79.83,0.615,0.7615,94.68,29649,53443
44.36,196.27,4.59,58.11,0.4371,0.9156,95.48,26229,75985
46.04,216.03,5.15,71.27,0.287,0.7962,94.36,16711,83742
41.9,181.89,4.136,74.35,0.4723,0.6674,94.64,30310,67268
52.77,244.67,7.089,81.62,0.9,0.5532,91.95,49205,0
51.67,222.29,7.205,83.93,0.6402,0.5266,92.8,40165,28431
50.56,201.97,2.437,64.67,0.0215,0.9366,97.44,1083,99124
44.14,158.29,7.395,78.73,0.605,0.5107,94.3,39406,44797
63.13,240.98,5.668,79.5,0.7544,0.5937,93.34,38183,8380
13.88,57.43,2.934,53.68,0.0143,0.9863,98.21,3127,99848
36.25,152.75,3.119,63.41,0.0697,1.0,96.99,4884,97249
35.64,104.65,5.473,77.86,0.5109,0.561,94.32,46522,56879
61.63,228.02,5.101,79.25,0.5002,0.6917,93.76,24561,52612
40.3,174.87,5.617,76.55,0.7626,0.5742,93.74,51717,34994
32.48,123.22,4.443,65.06,0.0623,0.8143,96.7,6128,97289
53.11,218.88,2.6,64.06,0.0144,0.9763,96.34,933,99044
64.4,266.5,3.841,69.69,0.1088,0.9766,97.41,5300,93324
63.31,239.89,3.449,75.54,0.3284,0.8127,95.18,18076,71088
66.72,269.94,5.18,79.46,0.5138,0.6619,94.93,22226,50321
52.14,224.83,7.013,89.35,1.1052,0.473,90.42,58495,180
55.05,239.63,7.166,95.37,0.7553,0.2736,91.92,37785,8970
45.33,195.25,9.092,86.14,1.7387,0.3012,89.56,100000,597
44.13,217.35,3.746,67.68,0.0329,0.8553,97.01,2460,98098
32.47,168.54,3.531,61.45,0.0475,0.8402,96.33,4185,98373
62.48,262.58,3.03,73.81,0.0464,0.974,96.05,2644,96907
17.66,58.33,2.11,59.58,0.1146,0.8165,96.18,23195,94233
26.47,133.5,2.37,62.42,0.0928,0.7814,96.19,9313,97158
83.61,332.76,7.008,90.62,0.8029,0.556,92.62,34526,767
47.92,185.02,2.755,69.45,0.062,0.9694,96.43,4271,96147
52.52,212.35,2.913,64.8,0.0475,0.9468,96.48,3267,97433
28.18,139.88,3.451,62.14,0.1769,0.7729,96.25,18495,92084
58.74,234.65,4.354,76.4,0.2401,0.9062,94.83,14143,81956
74.74,345.16,7.73,98.86,1.1998,0.4412,90.33,53012,186
76.11,354.33,10.414,95.68,1.5765,0.4609,88.85,54522,0
22.7,60.41,3.135,68.19,0.0286,0.8896,97.17,3747,98103
71.03,279.03,7.96,98.76,1.1678,0.4726,90.95,50191,0
50.18,230.32,4.715,85.82,0.409,0.6472,93.78,24915,66109
10.0,50.0,2.952,50.1,0.0661,0.8156,98.5,21009,97842
22.28,115.17,2.19,49.04,0.0183,0.9511,97.42,2987,99602
16.15,50.0,4.318,71.73,0.2436,0.5728,95.98,40370,90724
60.83,240.07,2.741,62.15,0.0373,1.0,97.34,1845,97494
46.64,216.81,3.399,56.88,0.1558,0.9786,97.1,9759,92557
38.28,147.62,2.339,62.95,0.0443,1.0,97.28,3009,98581
48.29,181.56,3.434,75.41,0.3804,0.7321,94.58,22700,72564
81.61,334.23,5.739,89.26,0.9755,0.7663,91.69,31089,0
44.7,216.47,7.592,87.28,0.9804,0.3371,91.96,66452,131
55.92,244.58,5.201,71.88,0.7929,0.6588,93.23,39713,21931
61.35,249.4,10.352,96.24,1.8649,0.2608,88.4,97406,0
28.15,98.24,5.118,84.23,0.4813,0.4266,93.63,42932,70205
60.16,240.39,5.627,82.07,0.195,0.8367,94.71,10618,86212
66.56,271.28,4.799,83.77,0.549,0.8041,93.95,23795,51057
68.0,305.85,4.66,81.45,0.4389,0.806,92.83,18371,64819
47.37,181.07,4.346,74.45,0.4443,0.7795,94.76,25039,70261
66.86,260.02,5.755,83.73,0.4698,0.634,93.81,25465,44057
58.84,254.09,6.834,87.63,0.7184,0.6387,92.57,36330,23651
51.22,250.95,3.584,64.17,0.0369,0.9964,97.31,2601,97527
66.48,290.33,6.763,86.18,1.0434,0.6114,91.42,41201,0
81.4,353.84,3.287,86.12,0.1353,0.8336,95.36,4656,89747
66.62,285.87,2.674,82.7,0.0173,0.8859,95.71,797,98435
48.66,224.93,4.305,73.17,0.3846,0.8416,94.34,21951,75986
41.21,147.08,4.608,65.59,0.3559,0.738,95.52,26131,75013
59.49,214.34,2.052,64.57,0.0211,0.9831,97.93,1064,99018
52.78,240.29,3.577,75.35,0.3271,0.7999,94.28,21731,73284
70.21,289.53,5.891,87.66,0.5251,0.6822,94.43,22944,44942
32.89,128.81,2.202,65.02,0.0142,0.8728,97.19,1618,99687
68.67,285.06,7.407,90.1,0.7533,0.613,92.87,37301,0
24.88,111.66,3.075,58.04,0.0488,0.9971,96.88,7083,98712
46.85,222.25,6.814,75.74,0.6735,0.5793,93.9,47463,28524
60.5,267.16,4.045,76.51,0.2391,0.7668,94.92,11168,83904
47.98,195.21,3.95,75.38,0.2941,0.7101,94.22,19496,77775
57.9,250.73,8.269,78.45,1.1799,0.4958,91.72,66727,31
74.94,313.47,7.667,95.8,1.0195,0.5446,90.88,49225,0
39.79,146.87,5.052,62.57,0.5095,0.522,95.04,45679,49539
24.73,74.67,1.155,50.32,0.0445,1.0,98.0,5246,98190
29.57,154.64,1.182,61.17,0.0147,1.0,97.19,1480,98955
48.4,212.8,4.821,77.22,0.5328,0.6003,93.87,27924,58827
72.43,293.4,2.501,86.36,0.3414,0.8637,93.65,15864,69596
44.35,214.57,7.63,79.54,0.9065,0.4019,92.62,71932,0
88.81,382.43,2.604,84.97,0.4274,1.0,94.39,12905,69047
27.12,125.92,2.224,63.9,0.1516,0.801,96.31,15857,93047
18.52,92.35,2.941,67.11,0.1405,0.6994,96.14,22396,94044
54.22,229.8,5.779,79.26,0.7462,0.6516,93.67,47748,11809
39.8,164.93,1.971,76.17,0.1173,0.9796,96.23,9372,93828
36.45,173.45,7.853,79.24,1.187,0.3957,91.83,85327,124
50.38,213.2,3.614,70.49,0.4305,0.9181,95.57,23291,74403
27.82,153.54,4.513,71.72,0.428,0.6405,95.02,55161,68317
59.82,268.19,5.541,80.55,0.5132,0.71,94.46,22372,59466
53.52,238.79,7.572,83.74,0.8245,0.6037,92.31,44351,13823
43.56,188.62,3.667,61.72,0.0232,0.95,96.89,1584,98167
53.8,207.78,8.431,87.25,0.9339,0.4755,91.94,48165,185
84.42,327.99,6.267,92.57,0.539,0.7603,91.91,22268,33845
45.57,192.66,3.876,74.25,0.2329,0.8454,96.27,17903,84253
41.17,157.04,2.332,62.83,0.0453,1.0,96.7,3550,98198
62.09,288.49,7.653,90.48,0.997,0.5717,91.67,40593,0
38.06,123.38,3.107,60.59,0.0519,0.8999,97.28,4218,97021
58.66,223.67,3.36,79.21,0.1467,0.9104,95.6,6408,92760
64.79,278.75,3.533,81.81,0.0959,0.8613,94.98,4055,94939
75.19,329.91,2.97,74.81,0.0054,1.0,94.96,198,99909
44.22,153.44,3.17,74.91,0.4135,0.6651,94.1,32534,62974
26.24,79.15,1.584,61.5,0.0717,0.8134,96.44,9476,96433
45.37,166.87,2.972,65.24,0.0879,0.9924,96.99,4857,96200
53.18,243.94,3.674,74.36,0.2411,0.8147,94.81,11569,86519
38.88,166.26,4.405,62.88,0.2473,0.7899,97.03,20740,85003
52.38,246.28,4.269,71.22,0.4244,0.7449,95.25,21000,71349
81.37,341.08,3.052,78.34,0.3922,0.9208,94.29,13728,68747
39.73,163.75,3.735,63.88,0.316,0.8322,96.34,20492,82852
35.44,162.85,4.315,68.66,0.1584,0.7808,96.13,16724,89639
66.89,312.4,9.206,89.24,1.3266,0.4283,90.75,51891,135
27.7,102.57,2.473,58.92,0.0088,0.9768,97.19,902,100145
50.23,209.86,7.812,93.42,0.8596,0.3886,91.26,60755,0
40.57,167.29,3.01,71.58,0.1071,0.8103,96.0,8388,93975
20.24,69.23,4.674,68.16,0.268,0.6531,95.89,38381,87703
47.43,222.56,4.537,75.72,0.2946,0.8713,95.14,15578,84304
38.7,154.4,3.639,66.32,0.1457,0.8868,96.6,10458,93284
59.12,246.95,6.541,76.28,0.5009,0.6682,93.95,28662,47939
53.6,233.07,6.359,89.09,0.7994,0.4959,93.05,43945,7922
53.16,247.06,3.389,71.48,0.2824,0.7833,94.33,17932,77622
32.93,166.34,4.715,73.42,0.2297,0.7568,96.18,18852,89633
39.82,146.99,3.83,68.62,0.0196,1.0,96.91,1820,98672
54.52,245.19,8.771,85.99,1.2968,0.5384,91.72,77309,0
34.0,146.89,6.025,76.52,0.7129,0.453,93.64,56299,41224
49.31,213.95,3.392,75.21,0.2793,0.8867,96.17,15225,84231
56.3,214.59,7.583,95.3,0.942,0.5394,90.66,43439,0
63.48,290.21,3.348,71.88,0.2247,0.8007,95.13,11275,83178
40.27,179.59,4.162,72.81,0.5567,0.6823,93.57,39327,58229
42.94,165.01,5.265,67.35,0.3012,0.8279,96.29,21813,80539
53.53,190.15,3.887,74.74,0.3393,0.668,94.44,18528,73911
36.81,149.87,1.74,62.56,0.0215,1.0,96.97,1745,100437
25.1,116.38,6.15,86.19,0.8032,0.3099,92.06,100000,25546
56.36,209.46,6.753,82.57,1.0798,0.5397,92.19,54496,598
45.29,139.62,4.428,80.72,0.6558,0.5558,92.93,47307,30936
59.65,249.04,4.744,77.15,0.1849,0.7861,95.96,10912,84796
39.7,153.54,2.643,64.88,0.1111,0.8753,96.73,10257,93042
51.57,190.21,5.643,76.1,0.4736,0.5786,94.72,25543,60236
17.53,61.31,6.109,65.1,0.32,0.4925,95.68,56168,83057
60.94,258.18,10.297,93.07,1.6021,0.3501,89.43,81830,0
40.34,147.03,3.057,61.07,0.1114,0.8023,96.84,9397,93215
47.49,239.66,6.131,71.58,0.5321,0.6623,94.2,28050,62359
47.25,208.13,6.114,87.34,0.5301,0.4973,92.45,38610,42659
43.74,206.6,2.709,68.47,0.1166,1.0,96.18,7701,94082
51.16,221.67,4.089,72.78,0.2996,0.9366,95.81,15701,82946
50.24,179.55,1.881,73.73,0.0948,0.9648,96.46,6228,94092
53.95,237.44,4.237,76.39,0.6191,0.7452,93.05,36010,42349
27.35,112.89,5.422,80.25,0.4975,0.4739,93.61,59806,60349
63.89,270.95,7.943,82.02,1.187,0.5229,92.06,62998,259
47.77,187.6,5.99,76.85,0.4424,0.5874,94.1,33268,54698
56.13,227.51,4.21,71.39,0.2763,0.9113,95.6,12792,85331
47.68,229.36,6.89,76.47,0.5517,0.6411,94.93,32456,55638
30.82,124.71,6.674,77.31,0.5764,0.4586,94.05,59912,49998
95.56,381.98,6.206,85.75,0.7849,0.7179,92.68,29493,20
52.27,203.95,3.146,69.22,0.2325,0.8239,96.19,15976,82429
21.6,113.22,6.683,83.12,0.6142,0.3394,93.38,75698,58616
48.34,229.24,5.524,94.35,0.75,0.5062,92.13,54094,6141
42.94,189.11,7.149,75.16,0.9143,0.6009,92.56,64223,6411
47.08,205.14,10.121,83.24,1.1418,0.473,90.99,70051,0
20.55,109.47,2.091,66.64,0.1027,0.7959,96.31,15017,94817
50.54,212.35,7.237,78.27,1.1017,0.457,92.17,58906,126
34.29,132.6,4.102,72.05,0.3393,0.8315,94.87,25344,83951
76.56,276.11,3.984,79.49,0.0286,0.8115,95.22,1167,98169
48.08,195.4,6.062,75.47,0.5043,0.6129,94.93,30305,56872
62.94,262.17,6.507,69.19,0.4132,0.7853,94.46,19081,67495
65.91,301.11,2.094,83.27,0.1905,0.8074,94.78,9654,84423
58.04,235.72,10.887,91.04,1.705,0.4078,88.71,100000,0
52.92,215.23,2.716,71.86,0.0336,1.0,97.33,1699,97951
69.76,257.11,10.529,85.31,2.1833,0.4752,87.63,87495,0
38.81,173.97,2.418,61.39,0.0758,0.9343,96.65,5204,97004
63.47,279.48,2.682,65.25,0.3231,1.0,95.6,14196,82160
42.52,175.1,3.793,63.84,0.2247,0.8207,95.91,16199,86384
51.64,216.65,6.013,82.89,0.7111,0.6285,93.08,39394,32753
28.22,162.95,4.005,55.63,0.0717,0.9057,96.3,7285,97129
26.53,168.05,7.028,78.02,0.9,0.3349,92.56,100000,15517
